return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	license-plate-number	customer-comments
2026-04-12T10:40:06+00:00	404-3223216-4623538	1460501	B08XK25RRF	X001VLOAKL	Cubelelo Drift 2x2 & 3x3 Cube Gift Box Combo | 2-in-1 Puzzle Toy Game Set for Children Kids & Adults Ages 4 5 6 & Above | Double the Challenge, Twice the Fun | Ultimate Value Saver Combo	1	BLR5	SELLABLE	UNDELIVERABLE_REFUSED	LPNBLR5P1853866	
2026-04-12T10:08:39+00:00	405-4225791-2473155	1030400	B07XPNC385	X0012WM1NR	Cubelelo Drift 3x3 Black Speedcube | Beginner Cube for Kids & Adults | Magic Speed Stress Buster Brainstorming Puzzle (Multicolor) | Anti-Pop Technology | Smooth Turning | Durable	1	DEL2	DEFECTIVE	MISSING_PARTS	LPNDEL2R81948615	The whole is a mess behind orange center piece is blue that should have red and the top of a center piece is missing
2026-04-12T09:57:21+00:00	408-5239732-6905163	1120100	B08LBGYZ51	X0019BU32H	Cubelelo Drift 3x3 Mirror (Silver) Magic Speed Cube | Shape Shifter Speedcube with Durable Stickers | Advanced 3x3x3 Puzzle Toy for Kids Ages 7-14 Boys Girls & Adults | Collector's Item	1	AMD2	SELLABLE	DAMAGED_BY_FC	LPNAMD2M3777151	Aaj open Kiya to dekha ki tutha huaa h
2026-04-12T09:51:43+00:00	404-0405582-4740368	1030478	B09PYRTM4X	X001HYK0PL	Cubelelo Drift 3x3 Jelly Edition Speedcube Magic Cube Puzzle	1	DEL2	SELLABLE	DEFECTIVE	LPNDEL2R81878823	
2026-04-12T09:38:56+00:00	405-6636414-3701922	1630210	B09HH8CC7Y	X00262W227	Cubelelo Drift Number Sliding Magnetic Puzzle 4x4 | Toys For 6-10 Years Old Boys & Girls | 15-Blocks Brain Teaser Puzzle Game for Kids | Educational, Learning, Activity Toy for Return & Birthday Gifts	1	BLR5	SELLABLE	UNDELIVERABLE_REFUSED	LPNBLR5P0109032	
2026-04-12T09:30:14+00:00	404-6899818-8750728	1030300_EAN	B0FBMGT6V7	X002C88WLZ	Cubelelo Drift Explorer 3x3 Speed Cube | Best Starter Speedcube for Beginners | Perfect Brain Teaser for Kids Ages 4 to14 Years Old & Above Boys Girls Children | Smooth Turning Puzzle Toy for Adults	1	BLR5	SELLABLE	NEVER_ARRIVED	LPNBLR5P3038087	
2026-04-12T09:07:55+00:00	402-4146304-8001949	1630210	B09HH8CC7Y	X00262W227	Cubelelo Drift Number Sliding Magnetic Puzzle 4x4 | Toys For 6-10 Years Old Boys & Girls | 15-Blocks Brain Teaser Puzzle Game for Kids | Educational, Learning, Activity Toy for Return & Birthday Gifts	1	CCX1	SELLABLE	UNDELIVERABLE_REFUSED	LPNCCX1B3360743	
2026-04-12T09:06:15+00:00	406-3678739-7879532	1280100a	B09QYW9DYC	X001LHLHUV	Cubelelo Drift Pyraminx Puzzle Speedcube | Beginner Starter Cube for Kids 3+ Year Old & Above | Triangle Pyramid Shape Stickerless 3x3 Cubes Toy | Ideal for Boys Girls Children 4 5 6+ Years & Adults	1	BOM4	SELLABLE	DEFECTIVE	LPNBOM4N39489662	
2026-04-12T08:37:42+00:00	405-8419009-5973130	1280600_EAN	B0BSFD6XY8	X001PEDWDF	Cubelelo Drift Pyraminx M (Magnetic) Puzzle | Toys for Kids 4 5 6 7 8 to 14 Years Old & Above Boys Girls All Ages | Stickerless Pyramid Triangle High Speed Gift Cube Toy | Travel Friendly	1	DEL2	CUSTOMER_DAMAGED	DEFECTIVE	LPNDEL2R81014364	
2026-04-12T08:24:34+00:00	403-3398565-5373144	1630210	B09HH8CC7Y	X00262W227	Cubelelo Drift Number Sliding Magnetic Puzzle 4x4 | Toys For 6-10 Years Old Boys & Girls | 15-Blocks Brain Teaser Puzzle Game for Kids | Educational, Learning, Activity Toy for Return & Birthday Gifts	1	BOM4	SELLABLE	UNDELIVERABLE_REFUSED	LPNBOM4N39496756	
2026-04-12T07:57:00+00:00	408-4905830-5465167	1040300	B09HH8XQ14	X001G4QY25	Cubelelo Drift 4x4 (Black) Speedcube | Challenging Brain Teaser Puzzle Toy for Kids 7-14 Years Old Boys Girls & Adults All Ages | Fast Speed Cube for Intermediate and Advanced Cubers	1	BLR5	SELLABLE	DEFECTIVE	LPNBLR5P2887398	
2026-04-12T07:46:20+00:00	406-5430222-9819527	1030604	B0DRVQVFJB	X0027JJHDB	Cubelelo Drift 3M v3 3x3 Magnetic Speedcube (Standard) | Latest Version with New & Improved Internal Structure for Smooth Turns & Stability | Cube Toy for 6-10 Years Old Boys Girls Adults	1	BLR5	SELLABLE	UNDELIVERABLE_UNKNOWN	LPNBLR5Q9618258	
